Invoice Date,Amount,Product ID,Account Name
01/04/2017,49.66,0102,Ralph Lauren Corporation
01/04/2017,1341.47,0103,Ralph Lauren Corporation
01/04/2017,92.92,--,Pinnacle West
01/04/2017,29.22,0014,Pinnacle West
01/04/2017,42.0,0206,Pinnacle West
01/04/2017,110.0,--,IBM
01/04/2017,110.0,0103,IBM
01/04/2017,340.01,--,IBM
01/04/2017,340.01,0103,IBM
01/04/2017,637.8,--,Qualcomm
01/04/2017,531.6,0103,Qualcomm
01/04/2017,106.2,0203,Qualcomm
01/04/2017,163.68,--,Qualcomm
01/04/2017,136.4,0103,Qualcomm
01/04/2017,27.28,0203,Qualcomm
01/04/2017,151.4,--,Yum! Brands
01/04/2017,151.4,0014,Yum! Brands
01/04/2017,359.36,--,Yum! Brands
01/04/2017,344.04,0014,Yum! Brands
01/05/2017,2.2,--,Boston Scientific
01/05/2017,2.2,0101,Boston Scientific
01/05/2017,5.56,--,Boston Scientific
01/05/2017,5.56,0101,Boston Scientific
01/05/2017,141.96,--,Boston Scientific
01/05/2017,141.96,0101,Boston Scientific
01/05/2017,7.79,--,American Water Works
01/05/2017,7.79,0101,American Water Works
01/05/2017,367.9,--,Dow Inc.
01/05/2017,367.9,0016,Dow Inc.
01/05/2017,71.05,--,Micron Technology
01/05/2017,71.05,0016,Micron Technology
01/05/2017,65.5,--,Linde plc
01/05/2017,65.5,0101,Linde plc
01/05/2017,18.92,--,Royal Caribbean Group
01/05/2017,18.92,0101,Royal Caribbean Group
01/05/2017,807.0,--,Willis Towers Watson
01/05/2017,807.0,0013,Willis Towers Watson
01/05/2017,561.0,--,IBM
01/05/2017,561.0,0103,IBM
01/05/2017,150.0,--,IBM
01/05/2017,150.0,0103,IBM
01/05/2017,118.4,--,W. W. Grainger
01/05/2017,118.4,0013,W. W. Grainger
01/06/2017,23.52,--,Agilent Technologies
01/06/2017,23.52,0102,Agilent Technologies
01/06/2017,14.06,--,Fidelity National Information Services
01/06/2017,14.06,0102,Fidelity National Information Services
01/06/2017,31.57,--,Fidelity National Information Services
01/06/2017,31.57,0102,Fidelity National Information Services
01/06/2017,45.54,--,Boston Scientific
01/06/2017,45.54,0102,Boston Scientific
01/06/2017,409.71,--,Boston Scientific
01/06/2017,409.71,0102,Boston Scientific
01/06/2017,87.02,--,Fidelity National Information Services
01/06/2017,87.02,0102,Fidelity National Information Services
01/06/2017,17.57,--,Fidelity National Information Services
01/06/2017,17.57,0102,Fidelity National Information Services
01/06/2017,215.88,--,Fidelity National Information Services
01/06/2017,215.88,0102,Fidelity National Information Services
01/06/2017,37.3,--,Boston Scientific
01/06/2017,37.3,0102,Boston Scientific
01/06/2017,42.02,--,Linde plc
01/06/2017,42.02,0102,Linde plc
01/06/2017,158.06,--,Linde plc
01/06/2017,158.06,0102,Linde plc
01/06/2017,347.4,--,Charter Communications
01/06/2017,347.4,0102,Charter Communications
01/06/2017,26.07,--,Hasbro
01/06/2017,26.07,0103,Hasbro
01/06/2017,562.38,--,Healthpeak
01/06/2017,562.38,0013,Healthpeak
01/06/2017,447.5,--,IBM
01/06/2017,447.5,0103,IBM
01/06/2017,242.0,--,IBM
01/06/2017,242.0,0103,IBM
01/06/2017,2856.0,--,Broadridge Financial Solutions
01/06/2017,2380.0,0014,Broadridge Financial Solutions
01/06/2017,476.0,0302,Broadridge Financial Solutions
01/09/2017,40.22,--,Valero Energy
01/09/2017,40.22,0103,Valero Energy
01/09/2017,367.0,--,IBM
01/09/2017,367.0,0103,IBM
01/09/2017,225.0,--,IBM
01/09/2017,225.0,0103,IBM
01/09/2017,265.0,--,IBM
01/09/2017,265.0,0103,IBM
01/09/2017,50.0,--,IBM
01/09/2017,50.0,0103,IBM
01/09/2017,151.0,--,IBM
01/09/2017,151.0,0011,IBM
01/09/2017,104.0,--,IBM
01/09/2017,104.0,0103,IBM
01/09/2017,1375.2,--,Ralph Lauren Corporation
01/09/2017,1375.2,0103,Ralph Lauren Corporation
01/09/2017,90.0,--,IBM
01/09/2017,90.0,0011,IBM
01/09/2017,148.5,--,IBM
01/09/2017,148.5,0011,IBM
01/10/2017,11.37,--,Boston Scientific
01/10/2017,11.37,0102,Boston Scientific
01/10/2017,126.16,--,Boston Scientific
01/10/2017,126.16,0102,Boston Scientific
01/10/2017,16.47,--,Boston Scientific
01/10/2017,16.47,0102,Boston Scientific
01/10/2017,1.88,--,Boston Scientific
01/10/2017,1.88,0102,Boston Scientific
01/10/2017,25.3,--,Boston Scientific
01/10/2017,25.3,0102,Boston Scientific
01/10/2017,6.13,--,Fidelity National Information Services
01/10/2017,6.13,0102,Fidelity National Information Services
01/10/2017,253.36,--,Agilent Technologies
01/10/2017,253.36,0102,Agilent Technologies
01/10/2017,372.0,--,IBM
01/10/2017,372.0,0103,IBM
01/10/2017,577.46,--,Linde plc
01/10/2017,577.46,0102,Linde plc
01/10/2017,310.0,--,Linde plc
01/10/2017,310.0,0102,Linde plc
01/10/2017,469.5,--,IBM
01/10/2017,469.5,0103,IBM
01/11/2017,16.5,--,IBM
01/11/2017,16.5,0103,IBM
01/11/2017,30.0,--,IBM
01/11/2017,30.0,0103,IBM
01/11/2017,2177.1,--,Vici Properties
01/11/2017,2177.1,0014,Vici Properties
01/12/2017,9.54,--,Hasbro
01/12/2017,9.54,0103,Hasbro
01/12/2017,34.38,--,Hasbro
01/12/2017,34.38,0103,Hasbro
01/12/2017,133.56,--,Boston Scientific
01/12/2017,133.56,0103,Boston Scientific
01/12/2017,41.4,--,IBM
01/12/2017,41.4,0011,IBM
01/12/2017,239.6,--,IBM
01/12/2017,239.6,0011,IBM
01/12/2017,5.36,--,Boston Scientific
01/12/2017,5.36,0101,Boston Scientific
01/12/2017,5.52,--,Boston Scientific
01/12/2017,5.52,0101,Boston Scientific
01/12/2017,36.4,--,Agilent Technologies
01/12/2017,36.4,0101,Agilent Technologies
01/12/2017,195.12,--,Robert Half
01/12/2017,195.12,0101,Robert Half
01/12/2017,120.6,--,CH Robinson
01/12/2017,100.56,0103,CH Robinson
01/12/2017,20.04,0203,CH Robinson
01/12/2017,42.75,--,CH Robinson
01/12/2017,35.64,0103,CH Robinson
01/12/2017,7.11,0203,CH Robinson
01/12/2017,9.9,--,American Water Works
01/12/2017,9.9,0101,American Water Works
01/12/2017,668.13,--,Dow Inc.
01/12/2017,668.13,0016,Dow Inc.
01/12/2017,272.5,--,Linde plc
01/12/2017,272.5,0101,Linde plc
01/12/2017,66.84,--,Linde plc
01/12/2017,66.84,0101,Linde plc
01/12/2017,280.41,--,Newmont
01/12/2017,280.41,0016,Newmont
01/12/2017,30.19,--,LyondellBasell
01/12/2017,30.19,0016,LyondellBasell
01/12/2017,73.32,--,Campbell Soup Company
01/12/2017,73.32,0101,Campbell Soup Company
01/12/2017,1345.9,--,Ralph Lauren Corporation
01/12/2017,898.96,0103,Ralph Lauren Corporation
01/12/2017,446.94,0102,Ralph Lauren Corporation
01/12/2017,536.38,--,IBM
01/12/2017,536.38,0103,IBM
01/12/2017,1694.91,--,IBM
01/12/2017,1694.91,0103,IBM
01/12/2017,1106.87,--,IBM
01/12/2017,1106.87,0103,IBM
01/13/2017,159.75,--,Boston Scientific
01/13/2017,159.75,0102,Boston Scientific
01/13/2017,3.14,--,Boston Scientific
01/13/2017,3.14,0102,Boston Scientific
01/13/2017,27.46,--,Boston Scientific
01/13/2017,27.46,0102,Boston Scientific
01/13/2017,83.84,--,Fidelity National Information Services
01/13/2017,83.84,0102,Fidelity National Information Services
01/13/2017,10.24,--,Fidelity National Information Services
01/13/2017,10.24,0102,Fidelity National Information Services
01/13/2017,246.4,--,Fidelity National Information Services
01/13/2017,246.4,0102,Fidelity National Information Services
01/13/2017,8.6,--,Fidelity National Information Services
01/13/2017,8.6,0102,Fidelity National Information Services
01/13/2017,1243.28,--,IBM
01/13/2017,1243.28,0103,IBM
01/13/2017,468.15,--,Linde plc
01/13/2017,468.15,0102,Linde plc
01/13/2017,189.56,--,Healthpeak
01/13/2017,149.39,0014,Healthpeak
01/13/2017,40.17,0013,Healthpeak
01/13/2017,300.0,--,IBM
01/13/2017,300.0,0103,IBM
01/13/2017,810.78,--,IBM
01/13/2017,810.78,0103,IBM
01/13/2017,859.37,--,IBM
01/13/2017,859.37,0103,IBM
01/16/2017,46.0,--,IBM
01/16/2017,46.0,0103,IBM
01/16/2017,103.17,--,Dow Inc.
01/16/2017,103.17,0013,Dow Inc.
01/16/2017,833.0,--,IBM
01/16/2017,833.0,0103,IBM
01/16/2017,202.98,--,Healthpeak
01/16/2017,202.98,0013,Healthpeak
01/16/2017,384.02,--,Qualcomm
01/16/2017,320.32,0103,Qualcomm
01/16/2017,63.7,0203,Qualcomm
01/16/2017,850.4,--,Qualcomm
01/16/2017,708.8,0103,Qualcomm
01/16/2017,141.6,0203,Qualcomm
01/17/2017,6.32,--,Boston Scientific
01/17/2017,6.32,0102,Boston Scientific
01/17/2017,193.35,--,Boston Scientific
01/17/2017,193.35,0102,Boston Scientific
01/17/2017,108.74,--,Agilent Technologies
01/17/2017,108.74,0102,Agilent Technologies
01/17/2017,36.76,--,Fidelity National Information Services
01/17/2017,36.76,0102,Fidelity National Information Services
01/17/2017,25.32,--,Fidelity National Information Services
01/17/2017,25.32,0102,Fidelity National Information Services
01/17/2017,20.21,--,Fidelity National Information Services
01/17/2017,20.21,0102,Fidelity National Information Services
01/17/2017,1.42,--,Fidelity National Information Services
01/17/2017,1.42,0102,Fidelity National Information Services
01/17/2017,32.0,--,Fidelity National Information Services
01/17/2017,32.0,0102,Fidelity National Information Services
01/17/2017,20.43,--,Fidelity National Information Services
01/17/2017,20.43,0102,Fidelity National Information Services
01/17/2017,48.75,--,Fidelity National Information Services
01/17/2017,48.75,0102,Fidelity National Information Services
01/17/2017,51.86,--,Fidelity National Information Services
01/17/2017,51.86,0102,Fidelity National Information Services
01/17/2017,50.87,--,Fidelity National Information Services
01/17/2017,50.87,0102,Fidelity National Information Services
01/17/2017,116.6,--,Masco
01/17/2017,116.6,0102,Masco
01/17/2017,269.27,--,Linde plc
01/17/2017,269.27,0102,Linde plc
01/17/2017,119.0,--,Linde plc
01/17/2017,119.0,0102,Linde plc
01/17/2017,1386.0,--,IBM
01/17/2017,1386.0,0103,IBM
01/17/2017,1161.0,--,Goldman Sachs
01/17/2017,1161.0,0103,Goldman Sachs
01/18/2017,82.35,--,Boston Scientific
01/18/2017,82.35,0102,Boston Scientific
01/18/2017,239.5,--,Fidelity National Information Services
01/18/2017,239.5,0102,Fidelity National Information Services
01/18/2017,59.58,--,Fidelity National Information Services
01/18/2017,59.58,0102,Fidelity National Information Services
01/18/2017,344.0,--,Linde plc
01/18/2017,344.0,0102,Linde plc
01/18/2017,1488.69,--,Ralph Lauren Corporation
01/18/2017,1488.69,0103,Ralph Lauren Corporation
01/18/2017,748.8,--,IBM
01/18/2017,748.8,0103,IBM
01/18/2017,663.79,--,Ralph Lauren Corporation
01/18/2017,663.79,0103,Ralph Lauren Corporation
01/19/2017,70.38,--,Fidelity National Information Services
01/19/2017,70.38,0102,Fidelity National Information Services
01/19/2017,66.9,--,LyondellBasell
01/19/2017,66.9,0016,LyondellBasell
01/19/2017,66.9,--,LyondellBasell
01/19/2017,66.9,0016,LyondellBasell
01/19/2017,59.76,--,LyondellBasell
01/19/2017,59.76,0016,LyondellBasell
01/19/2017,59.76,--,LyondellBasell
01/19/2017,59.76,0016,LyondellBasell
01/19/2017,322.92,--,Visa Inc.
01/19/2017,322.92,0016,Visa Inc.
01/19/2017,539.37,--,Dow Inc.
01/19/2017,539.37,0016,Dow Inc.
01/19/2017,775.0,--,IBM
01/19/2017,775.0,0103,IBM
01/19/2017,10.5,--,IBM
01/19/2017,10.5,0103,IBM
01/19/2017,137.69,--,Yum! Brands
01/19/2017,137.69,0014,Yum! Brands
01/19/2017,668.14,--,Blackstone
01/19/2017,668.14,0103,Blackstone
01/19/2017,1328.31,--,Ralph Lauren Corporation
01/19/2017,1328.31,0103,Ralph Lauren Corporation
01/19/2017,10.16,--,Yum! Brands
01/20/2017,67.9,--,Boston Scientific
01/20/2017,67.9,0101,Boston Scientific
01/20/2017,9.24,--,Boston Scientific
01/20/2017,9.24,0101,Boston Scientific
01/20/2017,80.96,--,Boston Scientific
01/20/2017,80.96,0101,Boston Scientific
01/20/2017,4.08,--,Boston Scientific
01/20/2017,4.08,0101,Boston Scientific
01/20/2017,5.06,--,Boston Scientific
01/20/2017,5.06,0102,Boston Scientific
01/20/2017,5.64,--,Boston Scientific
01/20/2017,5.64,0102,Boston Scientific
01/20/2017,187.11,--,Boston Scientific
01/20/2017,187.11,0102,Boston Scientific
01/20/2017,68.09,--,Boston Scientific
01/20/2017,68.09,0102,Boston Scientific
01/20/2017,633.74,--,Fidelity National Information Services
01/20/2017,633.74,0102,Fidelity National Information Services
01/20/2017,157.28,--,Fidelity National Information Services
01/20/2017,157.28,0102,Fidelity National Information Services
01/20/2017,44.6,--,Fidelity National Information Services
01/20/2017,44.6,0101,Fidelity National Information Services
01/20/2017,199.07,--,Fidelity National Information Services
01/20/2017,199.07,0102,Fidelity National Information Services
01/20/2017,58.9,--,American Water Works
01/20/2017,58.9,0101,American Water Works
01/20/2017,317.16,--,Newmont
01/20/2017,317.16,0016,Newmont
01/20/2017,24.18,--,LyondellBasell
01/20/2017,24.18,0016,LyondellBasell
01/20/2017,278.45,--,LyondellBasell
01/20/2017,278.45,0016,LyondellBasell
01/20/2017,32.04,--,EPAM Systems
01/20/2017,32.04,0101,EPAM Systems
01/20/2017,27.16,--,Abbott
01/20/2017,27.16,0014,Abbott
01/20/2017,171.0,--,Linde plc
01/20/2017,171.0,0102,Linde plc
01/20/2017,105.5,--,Linde plc
01/20/2017,105.5,0101,Linde plc
01/20/2017,31.0,--,Linde plc
01/20/2017,31.0,0101,Linde plc
01/20/2017,1393.62,--,Netflix
01/20/2017,191.52,0209,Netflix
01/20/2017,1202.1,0016,Netflix
01/23/2017,59.35,--,Boston Scientific
01/23/2017,59.35,0102,Boston Scientific
01/23/2017,144.64,--,Boston Scientific
01/23/2017,144.64,0102,Boston Scientific
01/23/2017,6.09,--,Fidelity National Information Services
01/23/2017,6.09,0102,Fidelity National Information Services
01/23/2017,37.67,--,Fidelity National Information Services
01/23/2017,37.67,0102,Fidelity National Information Services
01/23/2017,21.09,--,Fidelity National Information Services
01/23/2017,21.09,0102,Fidelity National Information Services
01/23/2017,131.64,--,Boston Scientific
01/23/2017,131.64,0102,Boston Scientific
01/23/2017,105.89,--,Fidelity National Information Services
01/23/2017,105.89,0102,Fidelity National Information Services
01/23/2017,182.3,--,Fidelity National Information Services
01/23/2017,182.3,0102,Fidelity National Information Services
01/23/2017,175.21,--,Fidelity National Information Services
01/23/2017,175.21,0102,Fidelity National Information Services
01/23/2017,308.71,--,Charter Communications
01/23/2017,308.71,0102,Charter Communications
01/23/2017,337.5,--,IBM
01/23/2017,337.5,0103,IBM
01/23/2017,107.0,--,Linde plc
01/23/2017,107.0,0102,Linde plc
01/23/2017,59.0,--,Linde plc
01/23/2017,59.0,0102,Linde plc
01/23/2017,440.1,--,IBM
01/23/2017,440.1,0011,IBM
01/23/2017,293.4,--,IBM
01/23/2017,293.4,0011,IBM
01/23/2017,480.08,--,IBM
01/23/2017,480.08,0103,IBM
01/23/2017,722.38,--,IBM
01/23/2017,722.38,0103,IBM
01/23/2017,518.3,--,IBM
01/23/2017,518.3,0103,IBM
01/23/2017,191.07,--,IBM
01/23/2017,191.07,0011,IBM
01/24/2017,67.5,--,IBM
01/24/2017,67.5,0011,IBM
01/24/2017,108.0,--,IBM
01/24/2017,108.0,0011,IBM
01/24/2017,102.95,--,Fidelity National Information Services
01/24/2017,102.95,0102,Fidelity National Information Services
01/24/2017,110.05,--,Fidelity National Information Services
01/24/2017,110.05,0102,Fidelity National Information Services
01/24/2017,12.17,--,Fidelity National Information Services
01/24/2017,12.17,0102,Fidelity National Information Services
01/24/2017,7.16,--,Fidelity National Information Services
01/24/2017,7.16,0102,Fidelity National Information Services
01/24/2017,86.96,--,Fidelity National Information Services
01/24/2017,86.96,0102,Fidelity National Information Services
01/24/2017,58.9,--,Agilent Technologies
01/24/2017,58.9,0102,Agilent Technologies
01/24/2017,66.91,--,Agilent Technologies
01/24/2017,66.91,0102,Agilent Technologies
01/24/2017,725.66,--,Healthpeak
01/24/2017,479.8,0014,Healthpeak
01/24/2017,245.86,0013,Healthpeak
01/24/2017,436.16,--,Healthpeak
01/24/2017,436.16,0014,Healthpeak
01/24/2017,541.94,--,Kenvue
01/24/2017,360.74,0016,Kenvue
01/24/2017,36.0,0209,Kenvue
01/24/2017,145.2,0013,Kenvue
01/24/2017,544.5,--,IBM
01/24/2017,544.5,0103,IBM
01/24/2017,241.31,--,Linde plc
01/24/2017,241.31,0102,Linde plc
01/24/2017,23.44,--,Dow Inc.
01/24/2017,23.44,0209,Dow Inc.
01/24/2017,13.22,--,Robert Half
01/24/2017,13.22,0103,Robert Half
01/24/2017,20.2,--,Charter Communications
01/24/2017,20.2,0102,Charter Communications
01/24/2017,93.5,--,IBM
01/24/2017,93.5,0103,IBM
01/24/2017,6.0,--,IBM
01/24/2017,6.0,0103,IBM
01/24/2017,7.5,--,IBM
01/24/2017,7.5,0103,IBM
01/24/2017,882.08,--,W. W. Grainger
01/24/2017,882.08,0013,W. W. Grainger
01/25/2017,72.98,--,Boston Scientific
01/25/2017,72.98,0102,Boston Scientific
01/25/2017,21.77,--,Boston Scientific
01/25/2017,21.77,0102,Boston Scientific
01/25/2017,66.78,--,Boston Scientific
01/25/2017,66.78,0103,Boston Scientific
01/25/2017,113.0,--,Linde plc
01/25/2017,113.0,0102,Linde plc
01/25/2017,37.08,--,Vici Properties
01/25/2017,26.49,0014,Vici Properties
01/25/2017,10.59,0203,Vici Properties
01/25/2017,147.0,--,IBM
01/25/2017,147.0,0103,IBM
01/25/2017,72.0,--,IBM
01/25/2017,72.0,0103,IBM
01/25/2017,27.24,--,Dow Inc.
01/25/2017,27.24,0014,Dow Inc.
01/25/2017,1035.28,--,Ralph Lauren Corporation
01/25/2017,124.15,0102,Ralph Lauren Corporation
01/25/2017,911.13,0103,Ralph Lauren Corporation
01/25/2017,243.0,--,IBM
01/25/2017,243.0,0011,IBM
01/25/2017,218.25,--,IBM
01/25/2017,218.25,0011,IBM
01/25/2017,156.6,--,IBM
01/25/2017,156.6,0011,IBM
01/25/2017,29.45,--,Yum! Brands
01/25/2017,20.96,0014,Yum! Brands
01/25/2017,224.1,--,IBM
01/25/2017,224.1,0011,IBM
01/25/2017,317.28,--,Fidelity National Information Services
01/25/2017,317.28,0102,Fidelity National Information Services
01/25/2017,133.77,--,Agilent Technologies
01/25/2017,133.77,0102,Agilent Technologies
01/26/2017,25.76,--,Boston Scientific
01/26/2017,25.76,0101,Boston Scientific
01/26/2017,5.5,--,Boston Scientific
01/26/2017,5.5,0101,Boston Scientific
01/26/2017,12.96,--,Boston Scientific
01/26/2017,12.96,0101,Boston Scientific
01/26/2017,14.8,--,Boston Scientific
01/26/2017,14.8,0101,Boston Scientific
01/26/2017,0.92,--,Boston Scientific
01/26/2017,0.92,0101,Boston Scientific
01/26/2017,63.4,--,Agilent Technologies
01/26/2017,63.4,0101,Agilent Technologies
01/26/2017,141.46,--,Linde plc
01/26/2017,141.46,0101,Linde plc
01/26/2017,84.0,--,Linde plc
01/26/2017,84.0,0101,Linde plc
01/26/2017,19.15,--,American Water Works
01/26/2017,19.15,0101,American Water Works
01/26/2017,15.58,--,American Water Works
01/26/2017,15.58,0101,American Water Works
01/26/2017,205.39,--,Dow Inc.
01/26/2017,205.39,0016,Dow Inc.
01/26/2017,760.0,--,Campbell Soup Company
01/26/2017,760.0,0101,Campbell Soup Company
01/26/2017,82.28,--,Campbell Soup Company
01/26/2017,82.28,0101,Campbell Soup Company
01/26/2017,257.88,--,Booking Holdings
01/26/2017,257.88,0016,Booking Holdings
01/26/2017,2485.5,--,Gartner
01/26/2017,136.5,0209,Gartner
01/26/2017,225.0,0203,Gartner
01/26/2017,2002.0,0014,Gartner
01/26/2017,1025.98,--,Best Buy
01/26/2017,1025.98,0103,Best Buy
01/26/2017,531.0,--,Vici Properties
01/26/2017,531.0,0014,Vici Properties
01/26/2017,49.52,--,Royal Caribbean Group
01/26/2017,49.52,0101,Royal Caribbean Group
01/26/2017,8.24,--,LyondellBasell
01/26/2017,8.24,0016,LyondellBasell
01/26/2017,78.8,--,Nucor
01/26/2017,78.8,0101,Nucor
01/26/2017,76.04,--,Blackstone
01/26/2017,76.04,0101,Blackstone
01/26/2017,102.73,--,Blackstone
01/26/2017,102.73,0103,Blackstone
01/26/2017,315.0,--,IBM
01/26/2017,315.0,0011,IBM
01/26/2017,234.4,--,CBRE Group
01/26/2017,234.4,0101,CBRE Group
01/26/2017,95.04,--,LyondellBasell
01/26/2017,95.04,0016,LyondellBasell
01/26/2017,249.75,--,IBM
01/26/2017,249.75,0011,IBM
01/26/2017,45.0,--,IBM
01/26/2017,45.0,0011,IBM
01/26/2017,85.14,--,IBM
01/26/2017,85.14,0011,IBM
01/26/2017,94.21,--,IBM
01/26/2017,94.21,0011,IBM
01/26/2017,740.96,--,IBM
01/26/2017,740.96,0103,IBM
01/26/2017,154.35,--,IBM
01/26/2017,154.35,0011,IBM
01/26/2017,243.9,--,IBM
01/26/2017,243.9,0011,IBM
01/26/2017,559.26,--,IBM
01/26/2017,559.26,0103,IBM
01/27/2017,151.23,--,Boston Scientific
01/27/2017,151.23,0102,Boston Scientific
01/27/2017,68.73,--,Boston Scientific
01/27/2017,68.73,0102,Boston Scientific
01/27/2017,228.47,--,Fidelity National Information Services
01/27/2017,228.47,0102,Fidelity National Information Services
01/27/2017,233.98,--,Linde plc
01/27/2017,233.98,0102,Linde plc
01/27/2017,320.92,--,Agilent Technologies
01/27/2017,320.92,0102,Agilent Technologies
01/27/2017,17.64,--,Agilent Technologies
01/27/2017,17.64,0102,Agilent Technologies
01/27/2017,1.1,--,Agilent Technologies
01/27/2017,1.1,0102,Agilent Technologies
01/27/2017,65.0,--,Robert Half
01/27/2017,65.0,0102,Robert Half
01/27/2017,157.67,--,Pinnacle West
01/27/2017,157.67,0103,Pinnacle West
01/27/2017,495.36,--,Goldman Sachs
01/27/2017,495.36,0103,Goldman Sachs
01/30/2017,12.02,--,Fidelity National Information Services
01/30/2017,12.02,0102,Fidelity National Information Services
01/30/2017,114.06,--,Fidelity National Information Services
01/30/2017,114.06,0102,Fidelity National Information Services
01/30/2017,35.78,--,Fidelity National Information Services
01/30/2017,35.78,0102,Fidelity National Information Services
01/30/2017,38.17,--,Fidelity National Information Services
01/30/2017,38.17,0102,Fidelity National Information Services
01/30/2017,135.15,--,Fidelity National Information Services
01/30/2017,135.15,0102,Fidelity National Information Services
01/30/2017,42.93,--,Fidelity National Information Services
01/30/2017,42.93,0102,Fidelity National Information Services
01/30/2017,51.75,--,Boston Scientific
01/30/2017,51.75,0102,Boston Scientific
01/30/2017,110.44,--,Boston Scientific
01/30/2017,110.44,0102,Boston Scientific
01/30/2017,31.09,--,Fidelity National Information Services
01/30/2017,31.09,0102,Fidelity National Information Services
01/30/2017,228.26,--,Fidelity National Information Services
01/30/2017,228.26,0102,Fidelity National Information Services
01/30/2017,84.5,--,Linde plc
01/30/2017,84.5,0102,Linde plc
01/30/2017,81.89,--,Linde plc
01/30/2017,81.89,0101,Linde plc
01/30/2017,1259.77,--,Dow Inc.
01/30/2017,1259.77,0016,Dow Inc.
01/30/2017,57.22,--,LyondellBasell
01/30/2017,57.22,0016,LyondellBasell
01/30/2017,91.44,--,Johnson Controls
01/30/2017,91.44,0102,Johnson Controls
01/30/2017,91.44,--,Johnson Controls
01/30/2017,91.44,0102,Johnson Controls
01/30/2017,83.35,--,Western Digital
01/30/2017,83.35,0102,Western Digital
01/30/2017,203.25,--,Robert Half
01/30/2017,203.25,0101,Robert Half
01/30/2017,58.6,--,CBRE Group
01/30/2017,58.6,0101,CBRE Group
01/30/2017,237.5,--,CH Robinson
01/30/2017,198.0,0103,CH Robinson
01/30/2017,39.5,0203,CH Robinson
01/30/2017,0.0,--,Broadcom Inc.
01/30/2017,0.0,0012,Broadcom Inc.
01/30/2017,2064.0,--,Expedia Group
01/30/2017,1720.0,0012,Expedia Group
01/30/2017,344.0,0203,Expedia Group
01/30/2017,93.88,--,Yum! Brands
01/30/2017,84.0,0014,Yum! Brands
01/30/2017,306.24,--,Qualcomm
01/30/2017,306.24,0103,Qualcomm
01/30/2017,337.5,--,IBM
01/30/2017,337.5,0103,IBM
01/31/2017,31.31,--,Agilent Technologies
01/31/2017,31.31,0102,Agilent Technologies
01/31/2017,112.45,--,Boston Scientific
01/31/2017,112.45,0102,Boston Scientific
